NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_20,B2_23,B2_24,B30,B31,B3,B32,B4,B6,B20,B34,B10,B11,B35,B23,B24,B25,B26,C22_1,C22_2,C22_3,C22_4,C24,C25,C26,C30,C7,D1_1,D1_2,D2,D3,D21,D30,D31,E1_1,E5,E6,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_11,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_8,F31_9,F31_10,F31_11,G1,G2,G30_1,G30_2,G30_3,G30_4,G30_5,G30_6,G31,G4,G5,G6,G7,G21,G8,G11,G12,G13,H31,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income,B4_log
2021010222.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,10,2,,1,2.0,1.0,2.0,1.0,5,2,2,3.0,3.0,2.0,1.0,2.0,8,2.0,2.0,2.0,8.0,8.0,3.0,2.0,3.0,3.0,4.0,7.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,8.0,6,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.3978952727983707
2021010223.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,10,,,1,2.0,1.0,2.0,1.0,4,2,2,1.0,1.0,3.0,1.0,2.0,,2.0,2.0,2.0,9.0,7.0,3.0,2.0,1.0,3.0,2.0,8.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,6,2.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.3978952727983707
2021010225.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,8,,,,3.0,2.0,2.0,1.0,5,2,2,3.0,1.0,1.0,1.0,2.0,1,2.0,2.0,2.0,7.0,8.0,3.0,2.0,3.0,3.0,1.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,0.870537201388863,1.0,3.0,1.0,1.0,3.0,2.1972245773362196
2021010226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,9,2,,,3.0,1.0,2.0,1.0,5,2,2,3.0,1.0,1.0,1.0,4.0,10,2.0,1.0,2.0,9.0,9.0,3.0,2.0,1.0,3.0,2.0,8.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,5,1.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.302585092994046
2021010228.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,3,,,,4.0,2.0,2.0,1.0,5,2,2,2.0,1.0,2.0,1.0,2.0,3,2.0,2.0,2.0,2.0,,6.0,1.0,3.0,3.0,4.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,4,1.0,2.0,,,1.0,,3.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,0.870537201388863,1.0,3.0,1.0,1.0,2.0,1.3862943611198906
2021010229.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,7,,,,2.0,1.0,2.0,1.0,5,2,2,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,9.0,10.0,3.0,3.0,3.0,3.0,1.0,9.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,5,2.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.870537201388863,2.0,3.0,1.0,1.0,1.0,2.0794415416798357
2021010234.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,2.0,1.0,3.0,2.0,2.0,1,,,2,2.0,1.0,2.0,1.0,4,1,1,1.0,1.0,2.0,2.0,2.0,8,2.0,2.0,2.0,8.0,6.0,3.0,3.0,3.0,1.0,7.0,9.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4,3.0,3.0,1.0,2.0,2.0,3.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,0.903030607790991,2.0,2.0,2.0,2.0,2.0,0.6931471805599453
2021010239.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,7,,,,4.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,4.0,8,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.0794415416798357
2021010240.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,10,2,,1,3.0,1.0,2.0,1.0,4,2,2,1.0,1.0,3.0,1.0,1.0,9,2.0,1.0,2.0,8.0,5.0,3.0,3.0,1.0,2.0,3.0,7.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,7,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.3978952727983707
2021010241.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,8,,,,3.0,1.0,2.0,1.0,4,2,2,1.0,2.0,3.0,1.0,3.0,9,2.0,2.0,2.0,7.0,6.0,2.0,3.0,3.0,3.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.1972245773362196
2021010244.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,10,,,1,3.0,2.0,2.0,1.0,5,2,2,2.0,1.0,1.0,1.0,3.0,10,1.0,1.0,2.0,8.0,9.0,3.0,2.0,3.0,3.0,2.0,9.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,7,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.3978952727983707
2021010246.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,2.0,5.0,1.0,2.0,2.0,6,,,,3.0,1.0,2.0,1.0,,2,2,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,0.547489916262363,2.0,3.0,1.0,2.0,2.0,1.9459101490553132
2021010247.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,6,,,,4.0,2.0,2.0,1.0,5,2,,1.0,2.0,2.0,1.0,1.0,5,2.0,2.0,1.0,6.0,3.0,3.0,2.0,3.0,1.0,4.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.903030607790991,2.0,2.0,1.0,2.0,3.0,1.9459101490553132
2021010254.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,6,,,,3.0,2.0,2.0,1.0,5,2,2,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,1.9459101490553132
2021010255.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,9,,,,2.0,1.0,2.0,1.0,5,2,2,1.0,1.0,2.0,1.0,3.0,10,1.0,2.0,2.0,6.0,5.0,3.0,2.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,6,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.302585092994046
2021010256.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,7,,,,3.0,2.0,2.0,1.0,5,2,2,1.0,1.0,3.0,1.0,2.0,10,1.0,1.0,2.0,8.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,6,2.0,3.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.0794415416798357
2021010262.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2,,,,3.0,3.0,2.0,1.0,5,2,2,1.0,1.0,1.0,1.0,1.0,10,1.0,1.0,2.0,7.0,8.0,3.0,2.0,3.0,3.0,4.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,6,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,1.0986122886681098
2021010270.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,,2,,,4.0,2.0,2.0,1.0,4,2,,1.0,1.0,3.0,1.0,1.0,10,2.0,2.0,2.0,10.0,8.0,3.0,2.0,1.0,3.0,1.0,7.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,5,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,0.547489916262363,2.0,3.0,1.0,2.0,1.0,
2021010277.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,10,,,,3.0,3.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4,,,,,,,5.0,,2.0,2.0,1.0,,1.0,3.0,2.0,3.0,2.0,0.903030607790991,2.0,2.0,2.0,2.0,3.0,2.3978952727983707
2021010287.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,9,,,,4.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,4.0,9,1.0,2.0,1.0,8.0,5.0,3.0,1.0,3.0,3.0,2.0,8.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.302585092994046
2021010300.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,2.0,7,1,,,3.0,1.0,2.0,1.0,4,2,2,3.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,9.0,7.0,3.0,3.0,3.0,2.0,4.0,8.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,5,3.0,3.0,1.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,0.870537201388863,1.0,3.0,2.0,1.0,3.0,2.0794415416798357
2021010307.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,7,2,,2,2.0,1.0,2.0,1.0,5,2,2,1.0,1.0,3.0,1.0,1.0,9,2.0,2.0,2.0,8.0,8.0,4.0,3.0,1.0,2.0,6.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,6,3.0,3.0,1.0,1.0,,2.0,7.0,,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.547489916262363,1.0,3.0,2.0,2.0,3.0,2.0794415416798357
2021010312.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,9,,,,3.0,2.0,2.0,1.0,5,2,2,3.0,1.0,1.0,1.0,2.0,4,2.0,2.0,2.0,6.0,6.0,2.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,,1.0,3.0,3.0,3.0,1.0,0.547489916262363,1.0,3.0,2.0,2.0,3.0,2.302585092994046
2021010322.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,7,,,,2.0,3.0,2.0,1.0,4,2,2,1.0,1.0,3.0,3.0,1.0,10,1.0,,2.0,8.0,4.0,3.0,2.0,1.0,3.0,3.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,6,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.547489916262363,1.0,3.0,2.0,2.0,3.0,2.0794415416798357
2021010334.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,4,,,,2.0,2.0,2.0,1.0,5,2,2,1.0,1.0,1.0,1.0,1.0,10,2.0,2.0,2.0,10.0,7.0,3.0,2.0,3.0,3.0,1.0,9.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,6,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,1.6094379124341003
2021010335.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,,,,,,,1.0,2.0,2.0,,,,,,3.0,1.0,2.0,,,,,,,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,5.0,,2.0,2.0,1.0,,1.0,3.0,2.0,3.0,,0.547489916262363,1.0,3.0,2.0,2.0,2.0,
2021010344.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,7,,,,,1.0,2.0,2.0,,,,1.0,1.0,3.0,1.0,2.0,,2.0,2.0,2.0,8.0,8.0,4.0,2.0,3.0,3.0,4.0,10.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,5,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.903030607790991,1.0,2.0,2.0,2.0,3.0,2.0794415416798357
2021010345.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,10,,,,4.0,2.0,2.0,1.0,5,2,2,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,7.0,7.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,2.0,3.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,2.3978952727983707
2021010348.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,5,,,,3.0,2.0,2.0,1.0,,1,2,1.0,1.0,3.0,1.0,1.0,10,1.0,1.0,2.0,9.0,5.0,3.0,2.0,1.0,3.0,2.0,9.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,4,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,,1.0,3.0,2.0,3.0,1.0,0.547489916262363,1.0,3.0,2.0,2.0,2.0,1.791759469228055
2021010349.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,6,,,,3.0,1.0,2.0,1.0,5,2,2,3.0,1.0,1.0,1.0,2.0,9,1.0,2.0,1.0,8.0,6.0,3.0,3.0,3.0,3.0,2.0,8.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,6,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,0.547489916262363,1.0,3.0,1.0,2.0,2.0,1.9459101490553132
2021010362.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,8,,,,3.0,1.0,2.0,1.0,4,2,2,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,7.0,7.0,3.0,2.0,3.0,3.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.547489916262363,1.0,3.0,2.0,2.0,1.0,2.1972245773362196
2021010364.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,8,,,,3.0,1.0,2.0,2.0,,,,,,2.0,2.0,3.0,8,2.0,2.0,2.0,8.0,8.0,3.0,3.0,1.0,2.0,6.0,8.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.547489916262363,1.0,3.0,2.0,2.0,2.0,2.1972245773362196
2021010366.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,9,2,,1,1.0,1.0,2.0,1.0,4,1,1,1.0,1.0,2.0,3.0,2.0,9,1.0,2.0,2.0,9.0,6.0,3.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,7,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,0.903030607790991,1.0,2.0,1.0,2.0,3.0,2.302585092994046
2021010374.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,6,,,,3.0,1.0,2.0,1.0,4,2,2,2.0,1.0,1.0,1.0,2.0,3,2.0,2.0,2.0,8.0,7.0,3.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4,1.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,0.870537201388863,2.0,3.0,1.0,1.0,1.0,1.9459101490553132
2021010376.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,8,,,,4.0,2.0,2.0,1.0,5,2,2,1.0,2.0,1.0,1.0,1.0,3,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,3.0,1.0,,5.0,3.0,3.0,3.0,1.0,0.870537201388863,1.0,3.0,2.0,1.0,2.0,2.1972245773362196
2021010379.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,10,,,,3.0,1.0,2.0,1.0,5,2,2,3.0,1.0,1.0,1.0,2.0,7,2.0,2.0,2.0,8.0,7.0,3.0,3.0,3.0,3.0,4.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,5,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,0.547489916262363,1.0,3.0,1.0,2.0,3.0,2.3978952727983707
2021010384.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,7,2,,1,3.0,2.0,2.0,1.0,4,2,2,2.0,2.0,2.0,1.0,2.0,10,1.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,9.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,6,2.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.547489916262363,2.0,3.0,1.0,2.0,2.0,2.0794415416798357
